Data Version,NCBI Accession,Protein Count,Taxonomic Group,Filtered Taxonomic Group,Scientific Name,Common Name,Protein Name,BLASTp Bitscore,Ortholog Candidate,Ortholog Count,Cut-off,Percent Similarity,Susceptibility Prediction,Analysis Completed,Eukaryote,ECOTOX
5,P30532.2,1802968,Mammalia,Mammalia,Homo sapiens,Human,RecName: Full=Neuronal acetylcholine receptor subunit alpha-5; Flags: Precursor,964.53,Y,348,49.32,100,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,PNI32736.1,171847,Mammalia,Mammalia,Pan troglodytes,Chimpanzee,CHRNA5 isoform 1,954.9,Y,348,49.32,99,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_014998319.2,175489,Mammalia,Mammalia,Macaca mulatta,Rhesus monkey,neuronal acetylcholine receptor subunit alpha-5 isoform X2,947.96,Y,348,49.32,98.28,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_005560272.1,97446,Mammalia,Mammalia,Macaca fascicularis,Crab-eating macaque,PREDICTED: neuronal acetylcholine receptor subunit alpha-5 isoform X2,947.96,Y,348,49.32,98.28,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_011885183.1,66421,Mammalia,Mammalia,Cercocebus atys,Sooty mangabey,PREDICTED: neuronal acetylcholine receptor subunit alpha-5 isoform X1,947.96,Y,348,49.32,98.28,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_011758888.1,68519,Mammalia,Mammalia,Macaca nemestrina,Pig-tailed macaque,neuronal acetylcholine receptor subunit alpha-5 isoform X2,947.96,Y,348,49.32,98.28,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_023051471.1,55377,Mammalia,Mammalia,Piliocolobus tephrosceles,Ugandan red Colobus,neuronal acetylcholine receptor subunit alpha-5 isoform X1,946.04,Y,348,49.32,98.08,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_003275475.2,51631,Mammalia,Mammalia,Nomascus leucogenys,Northern white-cheeked gibbon,neuronal acetylcholine receptor subunit alpha-5 isoform X1,944.88,Y,348,49.32,97.96,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_008013895.1,62219,Mammalia,Mammalia,Chlorocebus sabaeus,Green monkey,PREDICTED: neuronal acetylcholine receptor subunit alpha-5 isoform X2,942.18,Y,348,49.32,97.68,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_030787457.1,53902,Mammalia,Mammalia,Rhinopithecus roxellana,Golden snub-nosed monkey,neuronal acetylcholine receptor subunit alpha-5 isoform X2,937.18,Y,348,49.32,97.16,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_017821703.1,47726,Mammalia,Mammalia,Callithrix jacchus,White-tufted-ear marmoset,PREDICTED: neuronal acetylcholine receptor subunit alpha-5,927.55,Y,348,49.32,96.17,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_020954493.1,81816,Mammalia,Mammalia,Sus scrofa,Pig,neuronal acetylcholine receptor subunit alpha-5,892.49,Y,348,49.32,92.53,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_007173494.1,37624,Mammalia,Mammalia,Balaenoptera acutorostrata scammoni,Minke whale,neuronal acetylcholine receptor subunit alpha-5 isoform X1,886.33,Y,348,49.32,91.89,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_007471904.1,27194,Mammalia,Mammalia,Lipotes vexillifer,Yangtze River dolphin,PREDICTED: neuronal acetylcholine receptor subunit alpha-5,884.79,Y,348,49.32,91.73,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_030730735.1,54641,Mammalia,Mammalia,Globicephala melas,Long-finned pilot whale,neuronal acetylcholine receptor subunit alpha-5,879.4,Y,348,49.32,91.17,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_026979523.1,54700,Mammalia,Mammalia,Lagenorhynchus obliquidens,Pacific white-sided dolphin,neuronal acetylcholine receptor subunit alpha-5,877.09,Y,348,49.32,90.93,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_016044898.1,29615,Mammalia,Mammalia,Erinaceus europaeus,Western European hedgehog,PREDICTED: neuronal acetylcholine receptor subunit alpha-5,872.08,Y,348,49.32,90.42,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,KAB0369226.1,26177,Mammalia,Mammalia,Muntiacus reevesi,Reeves' muntjac,hypothetical protein FD755_019231,871.69,Y,348,49.32,90.38,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,KAB0352977.1,25799,Mammalia,Mammalia,Muntiacus muntjak,Muntjak,hypothetical protein FD754_017834,871.69,Y,348,49.32,90.38,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_003784600.1,33085,Mammalia,Mammalia,Otolemur garnettii,Small-eared galago,neuronal acetylcholine receptor subunit alpha-5,869.38,Y,348,49.32,90.14,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_029093831.1,65846,Mammalia,Mammalia,Monodon monoceros,Narwhal,neuronal acetylcholine receptor subunit alpha-5,868.61,Y,348,49.32,90.06,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_011793834.1,38676,Mammalia,Mammalia,Colobus angolensis palliatus,Angolan colobus,PREDICTED: LOW QUALITY PROTEIN: neuronal acetylcholine receptor subunit alpha-5,868.23,Y,348,49.32,90.02,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_020739544.1,48218,Mammalia,Mammalia,Odocoileus virginianus texanus,White-tailed deer,neuronal acetylcholine receptor subunit alpha-5 isoform X1,867.84,Y,348,49.32,89.98,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_022435854.1,50906,Mammalia,Mammalia,Delphinapterus leucas,Beluga whale,neuronal acetylcholine receptor subunit alpha-5 isoform X1,867.07,Y,348,49.32,89.9,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_007124592.3,51261,Mammalia,Mammalia,Physeter catodon,Sperm whale,neuronal acetylcholine receptor subunit alpha-5 isoform X1,865.53,Y,348,49.32,89.74,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_012594862.1,59986,Mammalia,Mammalia,Microcebus murinus,Gray mouse lemur,neuronal acetylcholine receptor subunit alpha-5 isoform X4,863.99,Y,348,49.32,89.58,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_019839419.1,37725,Mammalia,Mammalia,Bos indicus,Zebu cattle,PREDICTED: neuronal acetylcholine receptor subunit alpha-5,863.6,Y,348,49.32,89.54,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,MXQ82927.1,68301,Mammalia,Mammalia,Bos mutus,Wild yak,hypothetical protein,863.22,Y,348,49.32,89.5,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,NP_776939.1,133369,Mammalia,Mammalia,Bos taurus,Cattle,neuronal acetylcholine receptor subunit alpha-5 precursor,863.22,Y,348,49.32,89.5,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
5,XP_027376981.1,54423,Mammalia,Mammalia,Bos indicus x Bos taurus,Hybrid cattle,neuronal acetylcholine receptor subunit alpha-5,863.22,Y,348,49.32,89.5,Y,2021 06 15 14:54:31,Y,Explore in ECOTOX
