Data Version,NCBI Accession,Protein Count,Taxonomic Group,Filtered Taxonomic Group,Scientific Name,Common Name,Protein Name,BLASTp Bitscore,Ortholog Candidate,Ortholog Count,Cut-off,Percent Similarity,Susceptibility Prediction,Analysis Completed,Eukaryote,ECOTOX
5,P17787.1,1802968,Mammalia,Mammalia,Homo sapiens,Human,RecName: Full=Neuronal acetylcholine receptor subunit beta-2; Flags: Precursor,1041.57,Y,359,61.2,100,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_003817157.1,51215,Mammalia,Mammalia,Pan paniscus,Pygmy chimpanzee,neuronal acetylcholine receptor subunit beta-2,1041.57,Y,359,61.2,100,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_004026880.1,52117,Mammalia,Mammalia,Gorilla gorilla gorilla,Western lowland gorilla,neuronal acetylcholine receptor subunit beta-2,1041.57,Y,359,61.2,100,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_001152392.1,171847,Mammalia,Mammalia,Pan troglodytes,Chimpanzee,neuronal acetylcholine receptor subunit beta-2,1041.57,Y,359,61.2,100,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_011842816.1,38457,Mammalia,Mammalia,Mandrillus leucophaeus,Drill,PREDICTED: neuronal acetylcholine receptor subunit beta-2,1037.71,Y,359,61.2,99.63,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_011932118.1,66421,Mammalia,Mammalia,Cercocebus atys,Sooty mangabey,PREDICTED: neuronal acetylcholine receptor subunit beta-2 isoform X2,1037.71,Y,359,61.2,99.63,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_007975155.1,62219,Mammalia,Mammalia,Chlorocebus sabaeus,Green monkey,PREDICTED: neuronal acetylcholine receptor subunit beta-2 isoform X2,1037.71,Y,359,61.2,99.63,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_025230774.1,52581,Mammalia,Mammalia,Theropithecus gelada,Gelada,neuronal acetylcholine receptor subunit beta-2,1037.71,Y,359,61.2,99.63,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_032010317.1,54502,Mammalia,Mammalia,Hylobates moloch,Silvery gibbon,neuronal acetylcholine receptor subunit beta-2 isoform X1,1036.56,Y,359,61.2,99.52,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_003892773.1,73457,Mammalia,Mammalia,Papio anubis,Olive baboon,neuronal acetylcholine receptor subunit beta-2 isoform X2,1035.4,Y,359,61.2,99.41,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_012366367.2,51631,Mammalia,Mammalia,Nomascus leucogenys,Northern white-cheeked gibbon,neuronal acetylcholine receptor subunit beta-2 isoform X1,1034.63,Y,359,61.2,99.33,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_024101424.1,141140,Mammalia,Mammalia,Pongo abelii,Sumatran orangutan,neuronal acetylcholine receptor subunit beta-2,1033.09,Y,359,61.2,99.19,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_017722966.1,49687,Mammalia,Mammalia,Rhinopithecus bieti,Black snub-nosed monkey,PREDICTED: neuronal acetylcholine receptor subunit beta-2 isoform X2,1032.71,Y,359,61.2,99.15,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_005541718.1,97446,Mammalia,Mammalia,Macaca fascicularis,Crab-eating macaque,PREDICTED: neuronal acetylcholine receptor subunit beta-2 isoform X1,1032.32,Y,359,61.2,99.11,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_011767911.1,68519,Mammalia,Mammalia,Macaca nemestrina,Pig-tailed macaque,neuronal acetylcholine receptor subunit beta-2 isoform X2,1032.32,Y,359,61.2,99.11,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,NP_001252578.1,175489,Mammalia,Mammalia,Macaca mulatta,Rhesus monkey,neuronal acetylcholine receptor subunit beta-2 precursor,1032.32,Y,359,61.2,99.11,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
5,XP_023069627.1,55377,Mammalia,Mammalia,Piliocolobus tephrosceles,Ugandan red Colobus,neuronal acetylcholine receptor subunit beta-2,1031.55,Y,359,61.2,99.04,Y,2021 02 18 15:46:12,Y,Explore in ECOTOX
